name,portrait_file,prompt
Beliel,beliel.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Beliel | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Demon aligned with Septarchy | Scene/backdrop: subtle environment hint matching Septarchy, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Gregorian,gregorian.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Gregorian | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Demon aligned with Septarchy | Scene/backdrop: subtle environment hint matching Septarchy, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Abaddon, Lord Sloth",abaddon-lord-sloth.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Abaddon, Lord Sloth | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Undead aligned with Septarchy, Abaddon | Scene/backdrop: subtle environment hint matching Septarchy, Abaddon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Imp,imp.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Imp | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Infinite potential and not much else | Scene/backdrop: subtle environment hint inspired by: Infinite potential and not much else | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
A'dam,a-dam.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of A'dam | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""Isn't it wonderful, that the students of Solomon and I are able to talk to each other"" | Scene/backdrop: subtle environment hint inspired by: ""Isn't it wonderful, that the students of Solomon and I are able to talk to each other"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Titania,titania.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Titania | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""The Fae deserve to be free"" | Scene/backdrop: subtle environment hint inspired by: ""The Fae deserve to be free"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Knife,knife.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Knife | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Human aligned with Adams Team | Scene/backdrop: subtle environment hint matching Adams Team, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Woe,woe.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Woe | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""Then you should just do whatever brings you the most Joy"" | Scene/backdrop: subtle environment hint inspired by: ""Then you should just do whatever brings you the most Joy"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Lucifer,lucifer.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Lucifer | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Angel aligned with Adams Team | Scene/backdrop: subtle environment hint matching Adams Team, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Druid of the North,druid-of-the-north.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Druid of the North | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Elf aligned with Adams Team | Scene/backdrop: subtle environment hint matching Adams Team, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Michiel,michiel.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Michiel | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Elf aligned with Adams Team | Scene/backdrop: subtle environment hint matching Adams Team, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Abaddon, Bloody Mage",abaddon-bloody-mage.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Abaddon, Bloody Mage | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Halfling aligned with Adams Team, Abaddon | Scene/backdrop: subtle environment hint matching Adams Team, Abaddon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Puck,puck.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Puck | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""This is an oppotunity, I could send you back"" | Scene/backdrop: subtle environment hint inspired by: ""This is an oppotunity, I could send you back"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Elf Tribalist,elf-tribalist.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Elf Tribalist | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Elf aligned with Adams Team | Scene/backdrop: subtle environment hint matching Adams Team, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Fae Trickster,fae-trickster.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Fae Trickster | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Fae aligned with Adams Team, Team Dragon | Scene/backdrop: subtle environment hint matching Adams Team, Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Brym,brym.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Brym | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Skip,skip.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Skip | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Rick,rick.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Rick | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Chives,chives.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Chives | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Eric,eric.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Eric | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Leslie,leslie.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Leslie | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Alex,alex.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Alex | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Davies,davies.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Davies | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Ernest,ernest.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Ernest | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Roland,roland.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Roland | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""WE'RE THE MEATFISTS!"" | Scene/backdrop: subtle environment hint inspired by: ""WE'RE THE MEATFISTS!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Abaddon, Meatfist Hireling",abaddon-meatfist-hireling.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Abaddon, Meatfist Hireling | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""We're the Meatfists?"" | Scene/backdrop: subtle environment hint inspired by: ""We're the Meatfists?"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Goblin,goblin.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Goblin | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""I wish to fight, A Single Goblin"" | Scene/backdrop: subtle environment hint inspired by: ""I wish to fight, A Single Goblin"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Goblin, Goblin King",goblin-goblin-king.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Goblin, Goblin King | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Goblin aligned with Goblins | Scene/backdrop: subtle environment hint matching Goblins, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Goblin Scout,goblin-scout.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Goblin Scout | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: We never really knew why goblins were in places, we just killed them | Scene/backdrop: subtle environment hint inspired by: We never really knew why goblins were in places, we just killed them | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Two Goblins,two-goblins.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Two Goblins | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: You know whats worse than a goblin? | Scene/backdrop: subtle environment hint inspired by: You know whats worse than a goblin? | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Goblin Strategist,goblin-strategist.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Goblin Strategist | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: GET EM! | Scene/backdrop: subtle environment hint inspired by: GET EM! | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Hydra, Goblin King",hydra-goblin-king.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Hydra, Goblin King | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Munch Munch Munch | Scene/backdrop: subtle environment hint inspired by: Munch Munch Munch | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Solomon's Diary,solomon-s-diary.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Solomon's Diary | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Dragon spirit aligned with Team Dragon | Scene/backdrop: subtle environment hint matching Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Solomon, the Dragon",solomon-the-dragon.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Solomon, the Dragon | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Dragon aligned with Team Dragon | Scene/backdrop: subtle environment hint matching Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Solomon, Confessional Spirit",solomon-confessional-spirit.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Solomon, Confessional Spirit | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Dragon spirit aligned with Team Dragon | Scene/backdrop: subtle environment hint matching Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
"Abaddon, Dragon fanatic",abaddon-dragon-fanatic.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Abaddon, Dragon fanatic | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""Team Dragon!"" | Scene/backdrop: subtle environment hint inspired by: ""Team Dragon!"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Gambit,gambit.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Gambit | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""I. Always. Win."" | Scene/backdrop: subtle environment hint inspired by: ""I. Always. Win."" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Hospitalier,hospitalier.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Hospitalier | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Human aligned with Team Dragon | Scene/backdrop: subtle environment hint matching Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Vigor,vigor.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Vigor | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: ""Prophecy will prevail"" | Scene/backdrop: subtle environment hint inspired by: ""Prophecy will prevail"" | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
Oberon,oberon.png,"Use case: illustration-story | Asset type: portrait illustration for a trading card game character | Primary request: create a fantasy portrait of Oberon | Style/medium: painted fantasy illustration, high detail, card-art quality, readable at small size | Composition/framing: vertical portrait, chest-up or waist-up, centered subject, strong silhouette, leave room near edges for card frame crop | Lighting/mood: dramatic but clean key light, rich contrast, heroic tabletop-card presentation | Color palette: faction-driven fantasy palette with clear subject separation from background | Subject: Fae aligned with Team Dragon | Scene/backdrop: subtle environment hint matching Team Dragon, but keep the character as the focus | Constraints: one main subject only, no text, no watermark, no UI, no extra hands, no duplicate faces, no busy background | Avoid: logo marks, borders, captions, collage layout, photoreal uncanny details"
